-3.333784159743297781e+00,-7.354018147423477814e-01,-3.340799049603324633e-01,3.968826802900691675e+00
2.149574214079398971e+00,-1.773224933667539638e+00,2.788678573901619551e+00,4.530945427852669738e+00
-2.135044245515480110e+00,1.297160086480944052e+00,4.890523027936007239e+00,4.269669979288460482e+00
4.153244163524096422e+00,-1.404795786876506636e+00,1.180341435088533508e+00,2.143991524163761042e+00
2.517586299309523490e+00,2.779946729439038755e+00,-4.923099010211745785e+00,-3.816217820598776012e+00
2.255737301988713917e+00,-2.650686377181888265e+00,-3.252192977766822146e+00,-3.123810768012609262e+00
-1.389882926110156625e+00,-3.909682035110344955e+00,3.756532576265156465e+00,-3.726373764945609679e+00
1.416837140048587962e+00,-8.563256384804169841e-01,2.428660888075947710e+00,-1.110193540816281743e+00
-2.927749460943998461e+00,2.636461414838521478e+00,4.172085934997758372e+00,-1.656036144449430481e+00
-5.789583105511137973e-01,7.204693898569338728e-01,-1.724878006654862794e+00,5.711860599887543799e-01
6.115526292847670575e-01,3.920043185138576192e+00,2.161590248456638719e+00,1.224025147506674571e+00
1.531787007677863244e+00,-4.346124044893341143e+00,-1.029606890004872710e-01,8.016565867775380383e-01
-4.521276741068498417e+00,-4.977182830743130282e+00,-4.401428143899668299e+00,-1.492481865138088448e+00
-4.853094982308014949e-02,1.061491799977169137e+00,-4.184885530910186446e+00,3.654498404334674433e+00
-2.669569223826604887e+00,-4.595964134010814384e+00,-8.801824206431181352e-01,-2.584019048430672427e-01
3.751499647677521310e+00,4.504307411457819654e-01,-2.087006240081662689e+00,4.204449695170868750e+00
3.472063167350206925e+00,4.891753320895375623e-02,-3.845204400244057741e+00,-1.982781245991922070e+00
8.226929625648438105e-01,-3.625420724117442095e+00,1.832809295700777774e+00,2.867508740817866553e+00
3.544091964079852275e+00,3.600284775095829559e+00,-1.009334226148171254e+00,-2.201160574950982607e+00
-3.543588135068490796e+00,-1.243238499205681524e+00,-1.926055222957561597e+00,-9.608656759498863664e-01
1.501165289449062357e-01,1.894237996759114750e+00,-2.617275098890824658e+00,-3.414716314898200267e+00
4.470528029201759068e+00,-3.336615711446584864e+00,3.057460047551764148e+00,-5.099861639109688483e-01
-4.344590208932318731e+00,-3.089469883451704479e+00,-4.743760151961219584e+00,2.340356625748540864e+00
4.542600833839928853e+00,-2.038358363503531834e+00,3.475815072940866557e+00,-2.477977488641289305e+00
4.892819414773438069e+00,-2.344307537961096255e+00,-1.393958031190494218e+00,4.144649286104762353e-01
-4.988169542839147930e+00,-6.479571631668434861e-02,4.677124387679617357e+00,-1.896273040656648590e-01
2.971527284304331218e+00,-2.736939664985431619e-01,3.668965994501682815e-01,-2.729575434064572370e+00
-1.552956676996824825e+00,4.918765778265775879e+00,9.720129629295657381e-01,1.783033183785676101e+00
3.165242668668909687e+00,1.599463689431214419e+00,-2.795173123293138051e+00,-4.146390114361537371e+00
-4.150322417515402762e+00,3.379246775563778726e+00,2.265808193062586184e-01,1.570152992349135523e+00
1.028893123647939056e+00,3.242037116793643037e+00,2.574264466866554635e+00,-4.787619688780000438e+00
-1.771620904741855185e+00,-2.882172751934316324e+00,3.563043454647852215e+00,3.430789686789285753e+00
-7.671008502925005246e-01,4.045061188836232446e+00,1.620896571780242823e+00,-2.927509610843647803e+00
-3.512048193669690122e-01,4.630107165714639095e+00,1.393706759931680139e+00,4.963973016089369139e+00
-1.057813549639481820e+00,7.853248493826834320e-01,6.686607061544256325e-01,1.811173882380412437e-01
-3.180041011121444328e+00,4.353404525270626380e+00,-3.175413308368620235e+00,1.264808160330358255e+00
1.984670464008116753e+00,-4.081947814506875716e+00,-3.651785596397521871e+00,3.148964939077963265e+00
4.042436144607339799e-01,-1.704008731936685450e+00,4.483070049572271287e+00,-4.589726433289693652e+00
-2.259391176455983086e+00,2.196061313382190683e+00,-5.632436614349503046e-01,-4.294661454588467819e+00
4.047707038722604622e+00,-5.000000000000000000e+00,-3.880961764705928019e+00,4.956372955913149525e+00
2.099115918376211809e+00,-2.561326978589244074e+00,-1.618303520157755582e+00,3.138448618201360674e+00
1.485570908039055560e+00,-1.733803388548768698e+00,-1.344665484115469489e+00,3.143145122253438117e+00
1.354933288859067275e+00,-1.846145776536942673e+00,-1.466375607713527707e+00,3.158124470462734479e+00
1.749858105734237057e+00,-1.945161191602871043e+00,-1.433519688389715441e+00,3.238806410004027470e+00
1.705999333109938121e+00,-1.825146542042009212e+00,-1.365009149086094276e+00,3.228611241358098738e+00
1.593474334593782515e+00,-2.196648261870076446e+00,-1.507233399304964472e+00,3.075686927732919074e+00
1.795865416434931916e+00,-1.721123353354431451e+00,-1.283199730947870432e+00,3.278835250722902828e+00
2.029915852103108875e+00,-2.005306633033386632e+00,-1.350738131633242300e+00,3.191740648713302875e+00
2.118670306664175662e+00,-1.891323565063452339e+00,-1.257619284499681633e+00,3.177454849011414950e+00
1.811607057588751069e+00,-2.431242273472781878e+00,-1.488191486710230826e+00,2.922279805032893307e+00
1.812596064456775125e+00,-2.443157274767171927e+00,-1.491295753050507766e+00,2.931386908076543563e+00
1.798850851133131812e+00,-2.350514430445503233e+00,-1.386914936528440556e+00,2.853717940097201478e+00
1.763736800152900130e+00,-2.280527873242647274e+00,-1.362133556961717673e+00,2.850193643311087044e+00
1.739108484510665242e+00,-2.353874488581235713e+00,-1.419832985032535078e+00,2.865087443332441808e+00
1.754603063207992975e+00,-2.245911275320977118e+00,-1.354416943819920061e+00,2.865115235290458529e+00
1.725507216535424604e+00,-2.266969673431115773e+00,-1.377598932932555975e+00,2.871187810505912985e+00
1.566352771714607073e+00,-1.844545859062201920e+00,-1.188018269016655193e+00,2.883490328750397680e+00
1.432155642656821826e+00,-1.438792243621580980e+00,-9.441381061167088973e-01,2.837885270777934288e+00
1.644233264272658701e+00,-2.003699412568023419e+00,-1.267352113758488219e+00,2.904564114754281334e+00
1.579639541494032073e+00,-1.943897759725930374e+00,-1.249826467063114954e+00,2.906737123392194810e+00
1.575026866180444074e+00,-1.952512681883519896e+00,-1.253987904474272330e+00,2.905834313121879120e+00
1.440865770817371327e+00,-1.771556689635473525e+00,-1.222695874004778194e+00,2.925778387636142952e+00
1.470976134290093107e+00,-1.935091446747414956e+00,-1.270519143504964088e+00,2.948931278753343932e+00
1.369058604000724877e+00,-2.389337517699611890e+00,-1.472119760216118678e+00,2.921848105981395882e+00
1.487294210367705816e+00,-1.375292004367791865e+00,-9.481288437383188494e-01,2.983425287696315209e+00
1.475064575803862965e+00,-1.402176222191031219e+00,-9.741516523511819514e-01,2.987365766211707907e+00
1.534926360006055646e+00,-1.062665020576441410e+00,-7.246666248812640987e-01,2.960681897451710398e+00
1.537160607728225159e+00,-1.216452624349452893e+00,-8.547525087091347729e-01,3.002263764827686643e+00
1.403833954925635119e+00,-9.092644988239229065e-02,-5.820346283708479618e-01,3.291863722103061107e+00
1.666962859873306613e+00,-9.910677135385972392e-01,-8.051572068124173143e-01,3.174746713575055779e+00
1.449876453673477172e+00,9.069284024728219151e-02,-4.096406067222266856e-01,3.275218970294089260e+00
1.440522778791255121e+00,1.106375390155234228e-01,-4.051554295604962164e-01,3.278096382575663270e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.156943279759573784e+00,4.624356141409123211e+00
1.756163613175787397e+00,-1.586045623142500638e+00,-8.497860182840719645e-01,2.939270741827758826e+00
1.856359275084011884e+00,-1.811097420787846080e+00,-9.344046223359896430e-01,2.924216054813470578e+00
1.388530476594876717e+00,-9.853964515778814715e-01,-6.768906772289788876e-01,2.986393999367706442e+00
1.243977049053191841e+00,-8.506628385407690729e-01,-6.586822663208309336e-01,2.997544805952717439e+00
1.126288518501057823e+00,-6.793494658115299956e-01,-6.057942407618703839e-01,3.000837441500380010e+00
1.659921251321156532e+00,-1.901434188684010707e+00,-1.066108046866004244e+00,2.901298893535350309e+00
1.664466954617146222e+00,-1.890597335437395721e+00,-1.069043213961265337e+00,2.907174068426437330e+00
1.641007039203753237e+00,-1.935340568682866191e+00,-1.102996652444816927e+00,2.903266100284835005e+00
1.774312181454052784e+00,-1.965629689462751628e+00,-1.077501826151848086e+00,2.898741127513318361e+00
1.445742750579480429e+00,-1.645611249035338730e+00,-9.264541444724319064e-01,2.881329917616410441e+00
1.490732825769939041e+00,-1.626759692395984835e+00,-8.820689433842554550e-01,2.863066470794549900e+00
1.325709448608842322e+00,-1.650379033569962406e+00,-1.075659979649233211e+00,2.968176353369087472e+00
1.198012493551403601e+00,-1.689356583546256729e+00,-1.139137253828849783e+00,2.969473134891708277e+00
1.188553848194765727e+00,-2.494508221722359309e+00,-1.505848619091909146e+00,2.886989050120147837e+00
1.207914200942468597e+00,-2.399585704925676133e+00,-1.459817358118683295e+00,2.901414091105455562e+00
1.124859874613911792e+00,-1.762526695405811417e+00,-1.222059925571271854e+00,2.994071198033828374e+00
1.094083751770233093e+00,-2.273326177083814681e+00,-1.410661391124001796e+00,2.905198033181768835e+00
1.103221003614577533e+00,-3.646578499198511736e+00,-1.830777544763085185e+00,2.664121657156890421e+00
1.131942607882657548e+00,-4.031429269574214658e+00,-1.943044137037649222e+00,2.606275792097818567e+00
1.166951131116525708e+00,-5.000000000000000000e+00,-2.069924440353811956e+00,2.320146941709296584e+00
1.109274553737482627e+00,-5.000000000000000000e+00,-2.030605754962432563e+00,2.251934282074106619e+00
1.250296823535480328e+00,-5.000000000000000000e+00,-2.085274253737084305e+00,2.265581418086986432e+00
1.207507342095333058e+00,-4.695451875803421160e+00,-2.036527938608902577e+00,2.364528728370168587e+00
6.701361468626254592e-01,-2.985225696426621056e+00,-1.492328583968058453e+00,2.577943000471462298e+00
6.548887002605567886e-01,-2.970677863816830744e+00,-1.484024890282150899e+00,2.573746125564215781e+00
7.768062195503011580e-01,-3.081425013041201311e+00,-1.501044883101890548e+00,2.567292712616124462e+00
7.766941621073826241e-01,-3.075117521263764253e+00,-1.501799632866296363e+00,2.569833158283954866e+00
6.102625264328231935e-01,-3.242699478514573741e+00,-1.597252175321178136e+00,2.532488646796775100e+00
6.461562411596197819e-01,-3.281221202622958799e+00,-1.605951850840118933e+00,2.525241190257975887e+00
7.656754647060424190e-01,-3.490050558321650342e+00,-1.692008023528655869e+00,2.500088669336609115e+00
7.206008053631318688e-01,-3.526556210679341774e+00,-1.722698481478632804e+00,2.496222827956879442e+00
6.889906089626816055e-01,-3.776642610066735184e+00,-1.805971211843013347e+00,2.443857169168001775e+00
6.573520469859763793e-01,-3.809097085927271031e+00,-1.824573751072531724e+00,2.434728319081012948e+00
6.624358543342410144e-01,-3.696663653470420030e+00,-1.801602403512432282e+00,2.464531557583765853e+00
5.989821514868474139e-01,-3.717918777745502723e+00,-1.795547767742859513e+00,2.435689851716325904e+00
5.886693986079594154e-01,-3.767951130472178001e+00,-1.809847473503296555e+00,2.423332864766528871e+00
6.721765707367985954e-01,-3.392331540331503525e+00,-1.618731074376754897e+00,2.453238101720373265e+00
9.410183785341805773e-01,-3.859874040975538989e+00,-1.588709750410582267e+00,2.298818743151366029e+00
8.794421063797051019e-01,-3.042421330006673141e+00,-1.465660388482091125e+00,2.567811819074320212e+00
