-3.387050940587567727e+00,-1.442563785032729307e+00,2.965384807387079213e+00,5.460969454516373389e-02,1.820793051843492272e+00
2.312609628438537790e+00,3.914329803159768417e+00,3.105822698189985687e+00,2.568227491197045964e+00,2.255930981909428645e+00
1.335682078597887568e+00,-4.672453192450207737e+00,1.772842047452893866e-02,4.076407951960478115e+00,2.911761879426409294e+00
-1.951588522818959781e+00,2.282747597055550415e+00,-3.280288931428592569e+00,-7.304424858162033019e-01,4.323244422619435312e+00
-6.988964231612637690e-02,1.946377669775237962e+00,-2.116411670172486659e+00,-3.962091759144463765e-01,-3.486615314316982239e+00
-1.037319982233309901e+00,-3.076649636689810841e+00,-4.955811078855440144e+00,1.479454962027980436e+00,3.296830351423365002e+00
1.848511291872922513e+00,4.893847879792025068e+00,8.617069230116030099e-01,-2.796258599066666406e+00,3.641680534393458402e+00
3.596373731659952000e-02,1.178014127634115837e+00,4.022756997610416718e+00,-3.234626834408497409e+00,-1.092935855437918047e+00
3.403579805756693943e+00,-1.841942883082113624e+00,-3.518617345533921803e+00,-2.433324734172039872e+00,-3.659347165153162162e+00
-2.821851385906240406e+00,-9.826315703892758435e-01,2.213996108333562418e+00,-3.628436751848450381e+00,-4.806215493420620710e+00
6.303420732531082038e-01,6.853622748798091635e-01,-8.032948819691494435e-01,-4.761887681816862283e+00,3.507077659881030485e-01
-6.888576783795343772e-01,-3.565868805535767905e+00,3.820147753647574973e+00,6.279549436133589069e-01,-2.338899816512963525e+00
4.596041861788377147e+00,3.457023554016132039e+00,-1.485428801333381177e+00,4.742217370108461338e+00,-1.624691030098693645e+00
-4.334754224475876327e+00,2.593458826126813221e+00,1.462635539992183098e+00,-1.768420621169366935e+00,-8.948420223796933470e-01
-3.802342405665092961e+00,4.131290089026080636e-01,-9.705772790796807215e-02,1.632995388252096447e+00,-4.245934387838198987e+00
3.659574032585648951e+00,-2.695962032079269211e+00,-4.188642094125195392e+00,-4.040446633671036736e+00,4.896861189834364581e+00
-4.656791102609223465e+00,-4.158104995413981264e+00,1.893861178611105700e+00,3.627974089325974205e+00,5.968661585908634493e-01
2.969682039384685446e+00,-3.681510666778002872e-01,-2.736406871740138413e+00,2.424748709420722292e+00,-2.711621393901729071e+00
4.191317540999211388e+00,-2.280841131719066883e+00,-1.957524371447750156e+00,-1.244454199854232002e+00,1.250403457848888067e+00
-4.103655076748857766e+00,1.479500670337882795e+00,-6.871191354524537331e-01,8.354270574603166466e-01,-5.000000000000000000e+00
-5.000000000000000000e+00,4.854534957519982541e-01,-3.296729491296201964e+00,8.780015877357927323e-01,-5.000000000000000000e+00
-2.515571549039755883e+00,-1.601034484401836266e+00,-2.516279336610170780e+00,2.881289792664061267e+00,-2.474515208975621938e+00
-2.028573383599872493e+00,-1.653785026286930915e+00,-3.175881889804406111e+00,2.865274452973477715e+00,-4.255551530274516381e+00
-5.000000000000000000e+00,-1.709004635042450371e+00,-3.553250118263000523e+00,3.772689983471648745e+00,-2.832739432698393678e+00
-1.268832091258297545e+00,-2.564344889674687877e-01,-1.293309451050324022e+00,1.278699737693651528e+00,-5.000000000000000000e+00
-5.000000000000000000e+00,8.174665220958576839e-02,1.532251655559626613e+00,1.530598369363027622e+00,-5.000000000000000000e+00
-2.646760303691651828e+00,-9.918411145824110875e-01,1.426462153709690206e+00,2.477132472642956884e+00,-5.000000000000000000e+00
-2.985559865101677257e+00,-1.162420879203385216e+00,1.686933734393609718e+00,2.601692304698769220e+00,-5.000000000000000000e+00
-2.037695892545692722e+00,-1.144836972042317491e+00,-1.103125333584289436e-01,1.832799480291838812e+00,-5.000000000000000000e+00
-1.960862546637500703e+00,-4.381121663919476106e-01,-3.446727952486812185e-01,1.775353170055407048e+00,-5.000000000000000000e+00
-1.870019985817235053e+00,-1.428644657347924340e+00,-1.199844544965012361e+00,2.792902958679068348e+00,-5.000000000000000000e+00
-2.449076960783704848e-01,5.487432821044793130e-01,-1.440450043509113875e+00,2.009082627009192379e+00,5.000000000000000000e+00
1.012117200037408793e+00,-1.186941094968243071e+00,-1.318231535042264202e+00,1.705613410677376152e+00,-5.000000000000000000e+00
3.275927976575045975e-01,-1.334949557029863954e+00,-1.826706259424983436e+00,1.935890028725496315e+00,5.000000000000000000e+00
-9.707385294161117173e-01,-2.459920549154785974e-01,-4.083921700170982660e-01,1.930688747300307817e+00,-5.000000000000000000e+00
-9.287028822755392099e-01,-2.666771333300339997e+00,-4.289491790855457509e-01,2.755866465527913256e+00,-5.000000000000000000e+00
-2.862457301957636702e+00,-3.001251547848697854e+00,-1.317631177230902395e-01,2.037504458796263407e+00,5.000000000000000000e+00
-1.167420572898647535e-01,-2.372960480103050607e+00,-4.162753702245778342e-01,2.868098224200233304e+00,-5.000000000000000000e+00
-2.458690560371431744e+00,-1.166751800583876175e+00,-6.336405623739480575e-01,1.916954412250085227e+00,-5.000000000000000000e+00
-1.096096337046971847e+00,-4.297648884332287977e-01,-2.278406879329035295e+00,1.537424402106157828e+00,5.000000000000000000e+00
-6.106861257699138790e-01,-7.318559741415171516e-01,-2.261882147589554748e+00,1.376998300442751066e+00,5.000000000000000000e+00
