8.200000000000000000e+01,9.600000000000000000e+01,7.948000256998085433e+01,7.948000277736525732e+01,7.948000708685374605e+01,3.233493772462511359e-08,3.494420298612151765e-08,8.916524587401262088e-08
7.700000000000000000e+01,6.800000000000000000e+01,7.948000002579651380e+01,7.948000032616681665e+01,7.948000108568136568e+01,3.245660520527844813e-10,4.103759595743909434e-09,1.365980575869480281e-08
9.600000000000000000e+01,1.000000000000000000e+02,7.948000315547042760e+01,7.948000181981507239e+01,7.948000181981507239e+01,3.970143965301219273e-08,2.289651570729321105e-08,2.289651570729321105e-08
8.400000000000000000e+01,7.400000000000000000e+01,7.948000181848539114e+01,7.948000102212347429e+01,7.948000184285182002e+01,2.287978594818410115e-08,1.286013425146859428e-08,2.318635903417555125e-08
2.400000000000000000e+01,9.900000000000000000e+01,7.948002591539960804e+01,7.948000057287167408e+01,7.948000106750708937e+01,3.260618973837384253e-07,7.207746226741936169e-09,1.343114098383161002e-08
7.900000000000000000e+01,9.300000000000000000e+01,7.948000032885150290e+01,7.948000000407797927e+01,7.948000001922028446e+01,4.137537731766638362e-09,5.130819439838697824e-11,2.418253708894528721e-10
7.000000000000000000e+01,6.400000000000000000e+01,7.948000558162654272e+01,7.948000518458700014e+01,7.948000593292435667e+01,7.022680597310086253e-08,6.523134116966919921e-08,7.464675833784311668e-08
6.100000000000000000e+01,9.500000000000000000e+01,7.948000451438493030e+01,7.948000103283385442e+01,7.948000359071261300e+01,5.679900511228051319e-08,1.299488991501080145e-08,4.517756176428163166e-08
7.600000000000000000e+01,4.800000000000000000e+01,7.948000077745223280e+01,7.948000027131534750e+01,7.948000261497827523e+01,9.781734132074863746e-09,3.413630391610498948e-09,3.290108544607040856e-08
9.900000000000000000e+01,2.800000000000000000e+01,7.948000125508356462e+01,7.948000096486309474e+01,7.948000242217791822e+01,1.579118722491437138e-08,1.213969666277953011e-08,3.047531346553622678e-08
7.200000000000000000e+01,6.200000000000000000e+01,7.948000059500121495e+01,7.948000062885346040e+01,7.948000139627039573e+01,7.486175276395239490e-09,7.912096834664883977e-09,1.756756909601643598e-08
6.700000000000000000e+01,6.200000000000000000e+01,7.948000091984320647e+01,7.948000109659898271e+01,7.948000425219507292e+01,1.157326626190161210e-08,1.379716883157661430e-08,5.350018959415406664e-08
5.200000000000000000e+01,6.600000000000000000e+01,7.948000115177572411e+01,7.948000003422971815e+01,7.948000313288717678e+01,1.449139054015864359e-08,4.306707872951244905e-10,3.941730212376034640e-08
8.000000000000000000e+01,7.100000000000000000e+01,7.948000138244458412e+01,7.948000096074179055e+01,7.948000183127216189e+01,1.739361575421103013e-08,1.208784331367522132e-08,2.304066630491959266e-08
7.100000000000000000e+01,1.000000000000000000e+02,7.948000265904214245e+01,7.948000116383352065e+01,7.948000116383352065e+01,3.345548739903551137e-08,1.464309910255183994e-08,1.464309910255183994e-08
4.700000000000000000e+01,1.000000000000000000e+02,7.948000847369620203e+01,7.948000071180045722e+01,7.948000071180045722e+01,1.066141947414757609e-07,8.955717831477281519e-09,8.955717831477281519e-09
8.100000000000000000e+01,9.200000000000000000e+01,7.948000076716903095e+01,7.948000070153304364e+01,7.948000075230315531e+01,9.652353132507732602e-09,8.826535476343826672e-09,9.465313932185767892e-09
5.500000000000000000e+01,2.400000000000000000e+01,7.948000015348848990e+01,7.948000179089773098e+01,7.948000785562574322e+01,1.931158604946100568e-09,2.253268403378659167e-08,9.883776722746927179e-08
1.300000000000000000e+01,6.700000000000000000e+01,7.948000004587541412e+01,7.948000026627968850e+01,7.948000042957980327e+01,5.771943902534163581e-10,3.350272829948496265e-09,5.404879205940474297e-09
9.300000000000000000e+01,9.900000000000000000e+01,7.948000968711023972e+01,7.948000077525509255e+01,7.948000078065295781e+01,1.218811051301638326e-07,9.754090193379376898e-09,9.822004955154376764e-09
